Time,Altitude,Position East of launch,Position North of launch,Latitude,Longitude
46,859.489,13.725,50.59,28.563,-80.577
46.018,856.607,13.786,50.7,28.563,-80.577
46.045,852.282,13.878,50.864,28.563,-80.577
46.062,849.591,13.935,50.967,28.563,-80.577
46.071,848.153,13.965,51.021,28.563,-80.577
46.078,847.12,13.987,51.061,28.563,-80.577
46.083,846.285,14.005,51.092,28.563,-80.577
46.087,845.579,14.02,51.119,28.563,-80.577
46.091,844.966,14.033,51.142,28.563,-80.577
46.095,844.421,14.044,51.163,28.563,-80.577
46.098,843.932,14.055,51.182,28.563,-80.577
46.101,843.489,14.064,51.198,28.563,-80.577
46.103,843.08,14.073,51.214,28.563,-80.577
46.106,842.681,14.081,51.229,28.563,-80.577
46.108,842.283,14.09,51.244,28.563,-80.577
46.111,841.884,14.098,51.259,28.563,-80.577
46.113,841.486,14.106,51.274,28.563,-80.577
46.116,841.087,14.115,51.289,28.563,-80.577
46.118,840.689,14.123,51.304,28.563,-80.577
46.121,840.29,14.132,51.319,28.563,-80.577
46.123,839.892,14.14,51.334,28.563,-80.577
46.126,839.493,14.148,51.349,28.563,-80.577
46.128,839.094,14.157,51.364,28.563,-80.577
46.131,838.696,14.165,51.379,28.563,-80.577
46.133,838.297,14.173,51.394,28.563,-80.577
46.136,837.898,14.182,51.409,28.563,-80.577
46.138,837.5,14.19,51.424,28.563,-80.577
46.141,837.101,14.198,51.439,28.563,-80.577
46.143,836.702,14.206,51.454,28.563,-80.577
46.146,836.303,14.215,51.468,28.563,-80.577
46.148,835.905,14.223,51.483,28.563,-80.577
46.151,835.506,14.231,51.498,28.563,-80.577
46.153,835.107,14.239,51.513,28.563,-80.577
46.156,834.708,14.247,51.527,28.563,-80.577
46.158,834.31,14.255,51.542,28.563,-80.577
46.161,833.911,14.264,51.556,28.563,-80.577
46.163,833.512,14.272,51.571,28.563,-80.577
46.166,833.113,14.28,51.585,28.563,-80.577
46.168,832.714,14.287,51.599,28.563,-80.577
46.171,832.316,14.295,51.614,28.563,-80.577
46.173,831.917,14.303,51.628,28.563,-80.577
46.176,831.518,14.311,51.642,28.563,-80.577
46.178,831.119,14.319,51.656,28.563,-80.577
46.181,830.721,14.326,51.669,28.563,-80.577
46.183,830.322,14.334,51.683,28.563,-80.577
46.186,829.923,14.341,51.697,28.563,-80.577
46.188,829.525,14.349,51.71,28.563,-80.577
46.191,829.126,14.356,51.723,28.563,-80.577
46.193,828.728,14.363,51.736,28.563,-80.577
46.196,828.33,14.37,51.749,28.563,-80.577
46.198,827.932,14.377,51.761,28.563,-80.577
46.201,827.534,14.383,51.774,28.563,-80.577
46.203,827.136,14.39,51.786,28.563,-80.577
46.206,826.738,14.396,51.798,28.563,-80.577
46.208,826.341,14.402,51.809,28.563,-80.577
46.211,825.944,14.408,51.82,28.563,-80.577
46.213,825.547,14.414,51.831,28.563,-80.577
46.216,825.151,14.42,51.841,28.563,-80.577
46.218,824.755,14.425,51.851,28.563,-80.577
46.221,824.359,14.43,51.861,28.563,-80.577
46.223,823.964,14.435,51.87,28.563,-80.577
46.226,823.569,14.439,51.879,28.563,-80.577
46.228,823.176,14.444,51.888,28.563,-80.577
46.231,822.782,14.448,51.896,28.563,-80.577
46.233,822.39,14.452,51.904,28.563,-80.577
46.236,821.998,14.455,51.911,28.563,-80.577
46.238,821.607,14.459,51.918,28.563,-80.577
46.241,821.217,14.462,51.925,28.563,-80.577
46.243,820.828,14.465,51.931,28.563,-80.577
46.246,820.44,14.467,51.937,28.563,-80.577
46.248,820.053,14.47,51.943,28.563,-80.577
46.251,819.667,14.473,51.948,28.563,-80.577
46.253,819.283,14.475,51.954,28.563,-80.577
46.256,818.899,14.478,51.96,28.563,-80.577
46.258,818.517,14.48,51.965,28.563,-80.577
46.261,818.135,14.483,51.971,28.563,-80.577
46.263,817.755,14.486,51.976,28.563,-80.577
46.266,817.376,14.488,51.982,28.563,-80.577
46.268,816.998,14.491,51.988,28.563,-80.577
46.271,816.621,14.494,51.995,28.563,-80.577
46.273,816.245,14.498,52.001,28.563,-80.577
46.276,815.869,14.501,52.008,28.563,-80.577
46.278,815.495,14.505,52.016,28.563,-80.577
46.281,815.121,14.509,52.024,28.563,-80.577
46.283,814.748,14.513,52.032,28.563,-80.577
46.286,814.376,14.518,52.04,28.563,-80.577
46.288,814.004,14.522,52.049,28.563,-80.577
46.291,813.633,14.527,52.059,28.563,-80.577
46.293,813.262,14.533,52.068,28.563,-80.577
46.296,812.891,14.538,52.079,28.563,-80.577
46.298,812.521,14.544,52.089,28.563,-80.577
46.301,812.151,14.55,52.1,28.563,-80.577
46.303,811.781,14.556,52.111,28.563,-80.577
46.306,811.411,14.562,52.122,28.563,-80.577
46.308,811.042,14.569,52.134,28.563,-80.577
46.311,810.672,14.575,52.146,28.563,-80.577
46.313,810.303,14.582,52.158,28.563,-80.577
46.316,809.84,14.59,52.173,28.563,-80.577
46.319,809.45,14.598,52.187,28.563,-80.577
46.321,809.081,14.605,52.199,28.563,-80.577
46.324,808.711,14.612,52.212,28.563,-80.577
46.326,808.342,14.619,52.224,28.563,-80.577
46.329,807.973,14.626,52.237,28.563,-80.577
46.331,807.604,14.633,52.25,28.563,-80.577
46.334,807.234,14.641,52.263,28.563,-80.577
46.336,806.865,14.648,52.276,28.563,-80.577
46.339,806.432,14.656,52.291,28.563,-80.577
46.342,806.062,14.663,52.304,28.563,-80.577
46.344,805.693,14.671,52.316,28.563,-80.577
46.347,805.323,14.678,52.329,28.563,-80.577
46.349,804.954,14.685,52.342,28.563,-80.577
46.352,804.585,14.692,52.355,28.563,-80.577
46.354,804.215,14.699,52.367,28.563,-80.577
46.357,803.846,14.706,52.38,28.563,-80.577
46.359,803.476,14.713,52.392,28.563,-80.577
46.362,803.107,14.72,52.404,28.563,-80.577
46.364,802.738,14.726,52.416,28.563,-80.577
46.367,802.369,14.733,52.428,28.563,-80.577
46.369,802,14.74,52.44,28.563,-80.577
46.372,801.631,14.746,52.451,28.563,-80.577
46.374,801.262,14.752,52.463,28.563,-80.577
46.377,800.893,14.758,52.474,28.563,-80.577
46.379,800.524,14.765,52.485,28.563,-80.577
46.382,800.155,14.77,52.496,28.563,-80.577
46.384,799.787,14.776,52.506,28.563,-80.577
46.387,799.418,14.782,52.517,28.563,-80.577
46.389,799.05,14.788,52.527,28.563,-80.577
46.392,798.681,14.793,52.537,28.563,-80.577
46.394,798.313,14.799,52.547,28.563,-80.577
46.397,797.945,14.804,52.557,28.563,-80.577
46.399,797.577,14.809,52.567,28.563,-80.577
46.402,797.208,14.815,52.577,28.563,-80.577
46.404,796.84,14.82,52.586,28.563,-80.577
46.407,796.472,14.825,52.596,28.563,-80.577
46.409,796.104,14.83,52.605,28.563,-80.577
46.412,795.736,14.835,52.614,28.563,-80.577
46.414,795.368,14.84,52.623,28.563,-80.577
46.417,795,14.845,52.633,28.563,-80.577
46.419,794.632,14.849,52.642,28.563,-80.577
46.422,794.264,14.854,52.651,28.563,-80.577
46.424,793.895,14.859,52.66,28.563,-80.577
46.427,793.527,14.864,52.669,28.563,-80.577
46.429,793.159,14.869,52.678,28.563,-80.577
46.432,792.791,14.873,52.687,28.563,-80.577
46.436,792.238,14.881,52.7,28.563,-80.577
46.439,791.744,14.887,52.712,28.563,-80.577
46.441,791.376,14.892,52.721,28.563,-80.577
46.444,791.007,14.897,52.73,28.563,-80.577
46.446,790.639,14.901,52.739,28.563,-80.577
46.449,790.27,14.906,52.748,28.563,-80.577
46.451,789.902,14.911,52.757,28.563,-80.577
46.454,789.533,14.916,52.766,28.563,-80.577
46.456,789.165,14.921,52.776,28.563,-80.577
46.459,788.797,14.926,52.785,28.563,-80.577
46.461,788.428,14.931,52.794,28.563,-80.577
46.464,788.06,14.936,52.804,28.563,-80.577
46.466,787.691,14.941,52.813,28.563,-80.577
46.469,787.323,14.947,52.823,28.563,-80.577
46.471,786.954,14.952,52.832,28.563,-80.577
46.474,786.586,14.957,52.842,28.563,-80.577
46.476,786.217,14.963,52.852,28.563,-80.577
46.479,785.849,14.968,52.862,28.563,-80.577
46.481,785.48,14.974,52.872,28.563,-80.577
46.484,785.112,14.979,52.883,28.563,-80.577
46.486,784.743,14.985,52.893,28.563,-80.577
46.489,784.375,14.991,52.903,28.563,-80.577
46.491,784.006,14.996,52.914,28.563,-80.577
46.494,783.638,15.002,52.924,28.563,-80.577
46.496,783.269,15.008,52.935,28.563,-80.577
46.499,782.901,15.014,52.946,28.563,-80.577
46.501,782.532,15.02,52.957,28.563,-80.577
46.504,782.164,15.026,52.967,28.563,-80.577
46.506,781.795,15.032,52.978,28.563,-80.577
46.509,781.427,15.038,52.989,28.563,-80.577
46.511,781.058,15.044,53,28.563,-80.577
46.514,780.69,15.05,53.011,28.563,-80.577
46.516,780.321,15.056,53.023,28.563,-80.577
46.519,779.953,15.063,53.034,28.563,-80.577
46.521,779.584,15.069,53.045,28.563,-80.577
46.524,779.215,15.075,53.056,28.563,-80.577
46.526,778.847,15.081,53.067,28.563,-80.577
46.529,778.46,15.088,53.079,28.563,-80.577
46.533,777.879,15.097,53.097,28.563,-80.577
46.539,777.008,15.112,53.123,28.563,-80.577
46.541,776.639,15.118,53.134,28.563,-80.577
46.544,776.271,15.125,53.145,28.563,-80.577
46.546,775.902,15.131,53.157,28.563,-80.577
46.549,775.533,15.137,53.168,28.563,-80.577
46.551,775.164,15.143,53.179,28.563,-80.577
46.554,774.795,15.149,53.19,28.563,-80.577
46.556,774.426,15.155,53.201,28.563,-80.577
46.559,774.057,15.161,53.212,28.563,-80.577
46.561,773.688,15.167,53.223,28.563,-80.577
46.564,773.319,15.174,53.234,28.563,-80.577
46.566,772.95,15.18,53.245,28.563,-80.577
46.569,772.581,15.185,53.255,28.563,-80.577
46.571,772.211,15.191,53.266,28.563,-80.577
46.574,771.842,15.197,53.277,28.563,-80.577
46.576,771.473,15.203,53.288,28.563,-80.577
46.579,771.104,15.209,53.298,28.563,-80.577
46.581,770.735,15.215,53.309,28.563,-80.577
46.584,770.366,15.22,53.319,28.563,-80.577
46.586,769.997,15.226,53.329,28.563,-80.577
46.589,769.628,15.232,53.34,28.563,-80.577
46.591,769.259,15.237,53.35,28.563,-80.577
46.594,768.89,15.243,53.36,28.563,-80.577
46.596,768.52,15.249,53.37,28.563,-80.577
46.599,768.151,15.254,53.381,28.563,-80.577
46.601,767.782,15.26,53.391,28.563,-80.577
46.604,767.413,15.265,53.401,28.563,-80.577
46.606,767.044,15.271,53.411,28.563,-80.577
46.609,766.674,15.276,53.421,28.563,-80.577
46.611,766.305,15.282,53.431,28.563,-80.577
46.614,765.936,15.287,53.441,28.563,-80.577
46.616,765.567,15.292,53.45,28.563,-80.577
46.619,765.197,15.298,53.46,28.563,-80.577
46.621,764.828,15.303,53.47,28.563,-80.577
46.624,764.459,15.309,53.48,28.563,-80.577
46.627,764.068,15.314,53.491,28.563,-80.577
46.63,763.487,15.323,53.506,28.563,-80.577
46.636,762.616,15.335,53.529,28.563,-80.577
46.639,762.237,15.341,53.539,28.563,-80.577
46.641,761.868,15.346,53.549,28.563,-80.577
46.644,761.498,15.352,53.559,28.563,-80.577
46.646,761.128,15.357,53.569,28.563,-80.577
46.649,760.759,15.363,53.579,28.563,-80.577
46.651,760.389,15.368,53.589,28.563,-80.577
46.654,760.019,15.373,53.599,28.563,-80.577
46.656,759.65,15.379,53.609,28.563,-80.577
46.659,759.28,15.384,53.619,28.563,-80.577
46.661,758.91,15.39,53.629,28.563,-80.577
46.664,758.54,15.396,53.639,28.563,-80.577
46.666,758.17,15.401,53.649,28.563,-80.577
46.669,757.801,15.407,53.659,28.563,-80.577
46.671,757.431,15.412,53.67,28.563,-80.577
46.674,757.061,15.418,53.68,28.563,-80.577
46.676,756.691,15.424,53.69,28.563,-80.577
46.679,756.321,15.429,53.7,28.563,-80.577
46.681,755.951,15.435,53.711,28.563,-80.577
46.684,755.581,15.441,53.721,28.563,-80.577
46.686,755.211,15.447,53.732,28.563,-80.577
46.689,754.841,15.452,53.742,28.563,-80.577
46.691,754.471,15.458,53.753,28.563,-80.577
46.694,754.101,15.464,53.764,28.563,-80.577
46.696,753.731,15.47,53.774,28.563,-80.577
46.699,753.361,15.476,53.785,28.563,-80.577
46.701,752.99,15.482,53.796,28.563,-80.577
46.704,752.62,15.488,53.806,28.563,-80.577
46.706,752.25,15.494,53.817,28.563,-80.577
46.709,751.88,15.5,53.828,28.563,-80.577
46.711,751.51,15.506,53.839,28.563,-80.577
46.714,751.139,15.512,53.85,28.563,-80.577
46.716,750.769,15.518,53.86,28.563,-80.577
46.719,750.399,15.524,53.871,28.563,-80.577
46.721,750.028,15.53,53.882,28.563,-80.577
46.724,749.652,15.536,53.893,28.563,-80.577
46.727,749.169,15.544,53.908,28.563,-80.577
46.732,748.445,15.556,53.929,28.563,-80.577
46.739,747.357,15.574,53.961,28.563,-80.577
46.742,746.987,15.58,53.972,28.563,-80.577
46.744,746.616,15.586,53.983,28.563,-80.577
46.747,746.245,15.592,53.994,28.563,-80.577
46.749,745.875,15.598,54.004,28.563,-80.577
46.752,745.504,15.604,54.015,28.563,-80.577
46.754,745.133,15.61,54.026,28.563,-80.577
46.757,744.763,15.616,54.037,28.563,-80.577
46.759,744.392,15.622,54.048,28.563,-80.577
46.762,744.021,15.628,54.059,28.563,-80.577
46.764,743.65,15.634,54.069,28.563,-80.577
46.767,743.279,15.64,54.08,28.563,-80.577
46.769,742.908,15.646,54.091,28.563,-80.577
46.772,742.537,15.652,54.102,28.563,-80.577
46.774,742.167,15.657,54.112,28.563,-80.577
46.777,741.796,15.663,54.123,28.563,-80.577
46.779,741.425,15.669,54.133,28.563,-80.577
46.782,741.054,15.675,54.144,28.563,-80.577
46.784,740.683,15.681,54.154,28.563,-80.577
46.787,740.312,15.687,54.165,28.563,-80.577
46.789,739.941,15.692,54.175,28.563,-80.577
46.792,739.57,15.698,54.186,28.563,-80.577
46.794,739.199,15.704,54.196,28.563,-80.577
46.797,738.827,15.71,54.207,28.563,-80.577
46.799,738.456,15.715,54.217,28.563,-80.577
46.802,738.085,15.721,54.227,28.563,-80.577
46.804,737.714,15.727,54.238,28.563,-80.577
46.807,737.343,15.732,54.248,28.563,-80.577
46.809,736.972,15.738,54.258,28.563,-80.577
46.812,736.6,15.744,54.268,28.563,-80.577
46.814,736.229,15.749,54.279,28.563,-80.577
46.817,735.858,15.755,54.289,28.563,-80.577
46.819,735.486,15.761,54.299,28.563,-80.577
46.822,735.115,15.766,54.309,28.563,-80.577
46.825,734.669,15.773,54.322,28.563,-80.577
46.829,734.054,15.782,54.338,28.563,-80.577
46.835,733.131,15.796,54.364,28.563,-80.577
46.841,732.221,15.81,54.389,28.563,-80.577
46.844,731.849,15.816,54.399,28.563,-80.577
46.846,731.477,15.821,54.409,28.563,-80.577
46.849,731.106,15.827,54.419,28.563,-80.577
46.851,730.734,15.833,54.43,28.563,-80.577
46.854,730.362,15.838,54.44,28.563,-80.577
46.856,729.99,15.844,54.45,28.563,-80.577
46.859,729.619,15.85,54.461,28.563,-80.577
46.861,729.247,15.855,54.471,28.563,-80.577
46.864,728.875,15.861,54.481,28.563,-80.577
46.866,728.503,15.867,54.492,28.563,-80.577
46.869,728.131,15.873,54.502,28.563,-80.577
46.871,727.759,15.878,54.512,28.563,-80.577
46.874,727.387,15.884,54.523,28.563,-80.577
46.876,727.015,15.89,54.533,28.563,-80.577
46.879,726.643,15.896,54.544,28.563,-80.577
46.881,726.271,15.902,54.554,28.563,-80.577
46.884,725.899,15.907,54.565,28.563,-80.577
46.886,725.527,15.913,54.575,28.563,-80.577
46.889,725.155,15.919,54.586,28.563,-80.577
46.891,724.783,15.925,54.597,28.563,-80.577
46.894,724.411,15.931,54.607,28.563,-80.577
46.896,724.039,15.937,54.618,28.563,-80.577
46.899,723.667,15.943,54.629,28.563,-80.577
46.901,723.294,15.949,54.639,28.563,-80.577
46.904,722.922,15.955,54.65,28.563,-80.577
46.906,722.55,15.961,54.661,28.563,-80.577
46.909,722.177,15.967,54.672,28.563,-80.577
46.911,721.805,15.973,54.683,28.563,-80.577
46.914,721.433,15.979,54.693,28.563,-80.577
46.916,721.06,15.985,54.704,28.563,-80.577
46.919,720.688,15.991,54.715,28.563,-80.577
46.922,720.259,15.998,54.728,28.563,-80.577
46.925,719.72,16.007,54.743,28.563,-80.577
46.931,718.912,16.02,54.767,28.563,-80.577
46.939,717.7,16.04,54.802,28.563,-80.577
46.942,717.235,16.047,54.816,28.563,-80.577
46.945,716.863,16.053,54.827,28.563,-80.577
46.947,716.49,16.059,54.837,28.563,-80.577
46.95,716.117,16.065,54.848,28.563,-80.577
46.952,715.744,16.071,54.859,28.563,-80.577
46.955,715.371,16.077,54.87,28.563,-80.577
46.957,714.999,16.083,54.881,28.563,-80.577
46.96,714.626,16.089,54.892,28.563,-80.577
46.962,714.253,16.095,54.902,28.563,-80.577
46.965,713.88,16.101,54.913,28.563,-80.577
46.967,713.507,16.107,54.924,28.563,-80.577
46.97,713.134,16.113,54.935,28.563,-80.577
46.972,712.761,16.119,54.945,28.563,-80.577
46.975,712.388,16.125,54.956,28.563,-80.577
46.977,712.015,16.131,54.967,28.563,-80.577
46.98,711.642,16.137,54.977,28.563,-80.577
46.982,711.269,16.143,54.988,28.563,-80.577
46.985,710.895,16.149,54.999,28.563,-80.577
46.987,710.522,16.155,55.009,28.563,-80.577
46.99,710.149,16.16,55.02,28.563,-80.577
46.992,709.776,16.166,55.03,28.563,-80.577
46.995,709.403,16.172,55.041,28.563,-80.577
46.997,709.029,16.178,55.051,28.563,-80.577
47,708.656,16.184,55.062,28.563,-80.577
47.002,708.283,16.19,55.072,28.563,-80.577
47.005,707.909,16.195,55.083,28.563,-80.577
47.007,707.536,16.201,55.093,28.563,-80.577
47.01,707.163,16.207,55.104,28.563,-80.577
47.012,706.789,16.213,55.114,28.563,-80.577
47.015,706.416,16.219,55.125,28.563,-80.577
47.017,706.033,16.225,55.135,28.563,-80.577
47.02,705.598,16.231,55.147,28.563,-80.577
47.024,705.073,16.239,55.162,28.563,-80.577
47.028,704.359,16.25,55.182,28.563,-80.577
47.036,703.289,16.267,55.212,28.563,-80.577
47.045,701.907,16.288,55.25,28.563,-80.577
47.047,701.533,16.294,55.261,28.563,-80.577
47.05,701.159,16.3,55.271,28.563,-80.577
47.052,700.785,16.306,55.282,28.563,-80.577
47.055,700.412,16.311,55.292,28.563,-80.577
47.057,700.038,16.317,55.302,28.563,-80.577
47.06,699.664,16.323,55.313,28.563,-80.577
47.062,699.29,16.329,55.323,28.563,-80.577
47.065,698.916,16.335,55.334,28.563,-80.577
47.067,698.542,16.341,55.344,28.563,-80.577
47.07,698.167,16.347,55.355,28.563,-80.577
47.072,697.793,16.352,55.366,28.563,-80.577
47.075,697.419,16.358,55.376,28.563,-80.577
47.077,697.045,16.364,55.387,28.563,-80.577
47.08,696.671,16.37,55.397,28.563,-80.577
47.082,696.297,16.376,55.408,28.563,-80.577
47.085,695.922,16.382,55.419,28.563,-80.577
47.087,695.548,16.388,55.429,28.563,-80.577
47.09,695.174,16.394,55.44,28.563,-80.577
47.092,694.799,16.4,55.451,28.563,-80.577
47.095,694.425,16.406,55.461,28.563,-80.577
47.097,694.051,16.412,55.472,28.563,-80.577
47.1,693.676,16.418,55.483,28.563,-80.577
47.102,693.302,16.424,55.494,28.563,-80.577
47.105,692.927,16.43,55.505,28.563,-80.577
47.107,692.553,16.436,55.515,28.563,-80.577
47.11,692.178,16.442,55.526,28.563,-80.577
47.112,691.804,16.448,55.537,28.563,-80.577
47.115,691.429,16.454,55.548,28.563,-80.577
47.117,691.017,16.461,55.56,28.563,-80.577
47.121,690.546,16.468,55.573,28.563,-80.577
47.124,689.972,16.478,55.59,28.563,-80.577
47.13,689.177,16.491,55.613,28.563,-80.577
47.138,687.984,16.51,55.648,28.563,-80.577
47.145,686.865,16.528,55.68,28.563,-80.577
47.148,686.456,16.535,55.692,28.563,-80.577
47.15,686.081,16.541,55.703,28.563,-80.577
47.153,685.706,16.547,55.714,28.563,-80.577
47.155,685.331,16.553,55.725,28.563,-80.577
47.158,684.956,16.559,55.735,28.563,-80.577
47.16,684.58,16.565,55.746,28.563,-80.577
47.163,684.205,16.571,55.757,28.563,-80.577
47.165,683.83,16.577,55.768,28.563,-80.577
47.168,683.455,16.583,55.779,28.563,-80.577
47.17,683.08,16.589,55.79,28.563,-80.577
47.173,682.705,16.595,55.8,28.563,-80.577
47.175,682.329,16.601,55.811,28.563,-80.577
47.178,681.954,16.607,55.822,28.563,-80.577
47.18,681.579,16.613,55.833,28.563,-80.577
47.183,681.203,16.619,55.843,28.563,-80.577
47.185,680.828,16.625,55.854,28.563,-80.577
47.188,680.453,16.631,55.865,28.563,-80.577
47.19,680.077,16.637,55.875,28.563,-80.577
47.193,679.702,16.643,55.886,28.563,-80.577
47.195,679.326,16.649,55.897,28.563,-80.577
47.198,678.951,16.655,55.907,28.563,-80.577
47.2,678.575,16.661,55.918,28.563,-80.577
47.203,678.2,16.667,55.929,28.563,-80.577
47.205,677.824,16.673,55.939,28.563,-80.577
47.208,677.448,16.679,55.95,28.563,-80.577
47.21,677.073,16.684,55.96,28.563,-80.577
47.213,676.697,16.69,55.971,28.563,-80.577
47.216,676.279,16.697,55.983,28.563,-80.577
47.219,675.795,16.704,55.996,28.563,-80.577
47.223,675.218,16.714,56.013,28.563,-80.577
47.228,674.447,16.726,56.034,28.563,-80.577
47.236,673.291,16.744,56.067,28.563,-80.577
47.247,671.556,16.771,56.116,28.563,-80.577
47.25,671.16,16.777,56.127,28.563,-80.577
47.252,670.784,16.783,56.137,28.563,-80.577
47.255,670.408,16.789,56.148,28.563,-80.577
47.257,670.031,16.795,56.158,28.563,-80.577
47.26,669.655,16.801,56.169,28.563,-80.577
47.262,669.279,16.807,56.18,28.563,-80.577
47.265,668.903,16.813,56.19,28.563,-80.577
47.267,668.526,16.819,56.201,28.563,-80.577
47.27,668.15,16.825,56.212,28.563,-80.577
47.272,667.774,16.831,56.222,28.563,-80.577
47.275,667.397,16.837,56.233,28.563,-80.577
47.277,667.021,16.843,56.244,28.563,-80.577
47.28,666.645,16.849,56.254,28.563,-80.577
47.282,666.268,16.855,56.265,28.563,-80.577
47.285,665.892,16.861,56.276,28.563,-80.577
47.287,665.515,16.867,56.287,28.563,-80.577
47.29,665.139,16.873,56.297,28.563,-80.577
47.292,664.762,16.879,56.308,28.563,-80.577
47.295,664.386,16.885,56.319,28.563,-80.577
47.297,664.009,16.891,56.33,28.563,-80.577
47.3,663.632,16.897,56.341,28.563,-80.577
47.302,663.256,16.903,56.351,28.563,-80.577
47.305,662.879,16.909,56.362,28.563,-80.577
47.307,662.502,16.915,56.373,28.563,-80.577
47.31,662.126,16.921,56.384,28.563,-80.577
47.312,661.726,16.928,56.396,28.563,-80.577
47.315,661.263,16.935,56.409,28.563,-80.577
47.319,660.711,16.944,56.425,28.563,-80.577
47.324,660.032,16.955,56.445,28.563,-80.577
47.33,659.044,16.971,56.473,28.563,-80.577
47.34,657.562,16.995,56.516,28.563,-80.577
47.346,656.653,17.01,56.542,28.563,-80.577
47.349,656.161,17.018,56.557,28.563,-80.577
47.352,655.763,17.024,56.568,28.563,-80.577
47.354,655.386,17.031,56.579,28.563,-80.577
47.357,655.009,17.037,56.59,28.563,-80.577
47.359,654.631,17.043,56.601,28.563,-80.577
47.362,654.254,17.049,56.612,28.563,-80.577
47.364,653.877,17.055,56.622,28.563,-80.577
47.367,653.499,17.061,56.633,28.563,-80.577
47.369,653.122,17.067,56.644,28.563,-80.577
47.372,652.744,17.073,56.655,28.563,-80.577
47.374,652.367,17.079,56.666,28.563,-80.577
47.377,651.989,17.085,56.677,28.563,-80.577
47.379,651.612,17.091,56.687,28.563,-80.577
47.382,651.234,17.097,56.698,28.563,-80.577
47.384,650.857,17.103,56.709,28.563,-80.577
47.387,650.479,17.109,56.72,28.563,-80.577
47.389,650.102,17.115,56.731,28.563,-80.577
47.392,649.724,17.121,56.741,28.563,-80.577
47.394,649.346,17.128,56.752,28.563,-80.577
47.397,648.968,17.134,56.763,28.563,-80.577
47.399,648.591,17.14,56.774,28.563,-80.577
47.402,648.213,17.146,56.784,28.563,-80.577
47.404,647.835,17.152,56.795,28.563,-80.577
47.407,647.457,17.157,56.806,28.563,-80.577
47.409,647.08,17.163,56.816,28.563,-80.577
47.412,646.657,17.17,56.828,28.563,-80.577
47.416,646.162,17.178,56.842,28.563,-80.577
47.419,645.563,17.187,56.859,28.563,-80.577
47.425,644.803,17.199,56.881,28.563,-80.577
47.432,643.664,17.217,56.913,28.563,-80.577
47.443,641.954,17.245,56.961,28.563,-80.577
47.447,641.325,17.255,56.979,28.563,-80.577
47.451,640.868,17.262,56.992,28.563,-80.577
47.453,640.471,17.268,57.003,28.563,-80.577
47.456,640.092,17.274,57.014,28.563,-80.577
47.458,639.714,17.28,57.025,28.563,-80.577
47.461,639.335,17.286,57.035,28.563,-80.577
47.463,638.957,17.292,57.046,28.563,-80.577
47.466,638.579,17.298,57.057,28.563,-80.577
47.468,638.2,17.304,57.068,28.563,-80.577
47.471,637.822,17.31,57.078,28.563,-80.577
47.473,637.443,17.316,57.089,28.563,-80.577
47.476,637.064,17.322,57.1,28.563,-80.577
47.478,636.686,17.328,57.111,28.563,-80.577
47.481,636.307,17.335,57.121,28.563,-80.577
47.483,635.928,17.341,57.132,28.563,-80.577
47.486,635.55,17.347,57.143,28.563,-80.577
47.488,635.171,17.353,57.154,28.563,-80.577
47.491,634.792,17.359,57.165,28.563,-80.577
47.493,634.414,17.365,57.176,28.563,-80.577
47.496,634.035,17.371,57.187,28.563,-80.577
47.498,633.656,17.377,57.197,28.563,-80.577
47.501,633.277,17.383,57.208,28.563,-80.577
47.503,632.898,17.39,57.219,28.563,-80.577
47.506,632.519,17.396,57.23,28.563,-80.577
47.508,632.117,17.402,57.242,28.563,-80.577
47.511,631.661,17.41,57.255,28.563,-80.577
47.515,631.123,17.418,57.27,28.563,-80.577
47.519,630.437,17.43,57.29,28.563,-80.577
47.526,629.5,17.445,57.317,28.563,-80.577
47.535,628.095,17.468,57.358,28.563,-80.577
47.546,626.47,17.494,57.405,28.563,-80.577
47.549,625.979,17.502,57.419,28.563,-80.577
47.552,625.548,17.509,57.432,28.563,-80.577
47.554,625.155,17.515,57.443,28.563,-80.577
47.557,624.775,17.522,57.454,28.563,-80.577
47.559,624.396,17.528,57.465,28.563,-80.577
47.562,624.016,17.534,57.476,28.563,-80.577
47.564,623.637,17.54,57.487,28.563,-80.577
47.567,623.257,17.546,57.498,28.563,-80.577
47.569,622.878,17.552,57.508,28.563,-80.577
47.572,622.498,17.558,57.519,28.563,-80.577
47.574,622.118,17.565,57.53,28.563,-80.577
47.577,621.739,17.571,57.541,28.563,-80.577
47.579,621.359,17.577,57.552,28.563,-80.577
47.582,620.979,17.583,57.563,28.563,-80.577
47.584,620.599,17.589,57.574,28.563,-80.577
47.587,620.219,17.595,57.585,28.563,-80.577
47.589,619.84,17.601,57.595,28.563,-80.577
47.592,619.46,17.607,57.606,28.563,-80.577
47.594,619.08,17.613,57.617,28.563,-80.577
47.597,618.7,17.619,57.628,28.563,-80.577
47.599,618.32,17.625,57.639,28.563,-80.577
47.602,617.923,17.632,57.65,28.563,-80.577
47.605,617.49,17.639,57.662,28.563,-80.577
47.608,617.011,17.646,57.676,28.563,-80.577
47.611,616.459,17.655,57.692,28.563,-80.577
47.616,615.785,17.666,57.711,28.563,-80.577
47.622,614.926,17.679,57.735,28.563,-80.577
47.63,613.638,17.7,57.772,28.563,-80.577
47.643,611.705,17.731,57.826,28.563,-80.577
47.648,610.928,17.743,57.848,28.563,-80.577
47.651,610.367,17.752,57.864,28.563,-80.577
