Time,Altitude,Position East of launch,Position North of launch,Latitude,Longitude
54.069,315.991,33.984,85.428,28.563,-80.577
54.081,315.36,34.025,85.499,28.563,-80.577
54.092,314.729,34.067,85.569,28.563,-80.577
54.106,313.993,34.115,85.652,28.563,-80.577
54.116,313.436,34.152,85.714,28.563,-80.577
54.128,312.794,34.193,85.786,28.563,-80.577
54.141,312.108,34.237,85.861,28.563,-80.577
54.151,311.546,34.273,85.922,28.563,-80.577
54.162,310.986,34.308,85.983,28.563,-80.577
54.172,310.431,34.344,86.044,28.563,-80.577
54.183,309.868,34.38,86.106,28.563,-80.577
54.193,309.301,34.416,86.168,28.563,-80.577
54.204,308.735,34.452,86.23,28.563,-80.577
54.214,308.166,34.489,86.293,28.563,-80.577
54.225,307.601,34.525,86.354,28.563,-80.577
54.235,307.036,34.56,86.416,28.563,-80.577
54.246,306.468,34.596,86.477,28.563,-80.577
54.256,305.913,34.631,86.538,28.563,-80.577
54.267,305.351,34.667,86.598,28.563,-80.577
54.277,304.788,34.702,86.659,28.563,-80.577
54.288,304.224,34.738,86.721,28.563,-80.577
54.298,303.646,34.775,86.784,28.563,-80.577
54.309,303.068,34.811,86.847,28.563,-80.577
54.32,302.501,34.847,86.909,28.563,-80.577
54.33,301.941,34.883,86.97,28.563,-80.577
54.34,301.385,34.918,87.031,28.563,-80.577
54.351,300.826,34.954,87.091,28.563,-80.577
54.361,300.265,34.99,87.152,28.563,-80.577
54.373,299.608,35.032,87.224,28.563,-80.577
54.387,298.86,35.079,87.306,28.563,-80.577
54.402,298.088,35.129,87.391,28.563,-80.577
54.414,297.406,35.172,87.466,28.563,-80.577
54.425,296.842,35.208,87.527,28.563,-80.577
54.436,296.239,35.245,87.591,28.563,-80.577
54.447,295.654,35.281,87.654,28.563,-80.577
54.461,294.903,35.327,87.733,28.563,-80.577
54.472,294.338,35.363,87.794,28.563,-80.577
54.483,293.755,35.399,87.856,28.563,-80.577
54.494,293.129,35.438,87.924,28.563,-80.577
54.506,292.505,35.477,87.991,28.563,-80.577
54.518,291.857,35.519,88.062,28.563,-80.577
54.529,291.251,35.557,88.129,28.563,-80.577
54.541,290.642,35.597,88.196,28.563,-80.577
54.552,290.011,35.637,88.267,28.563,-80.577
54.563,289.448,35.673,88.33,28.563,-80.577
54.573,288.882,35.71,88.393,28.563,-80.577
54.584,288.326,35.746,88.454,28.563,-80.577
54.594,287.757,35.783,88.517,28.563,-80.577
54.607,287.11,35.824,88.589,28.563,-80.577
54.617,286.551,35.86,88.65,28.563,-80.577
54.627,285.993,35.895,88.71,28.563,-80.577
54.638,285.429,35.93,88.771,28.563,-80.577
54.648,284.87,35.965,88.831,28.563,-80.577
54.662,284.145,36.01,88.908,28.563,-80.577
54.673,283.545,36.047,88.973,28.563,-80.577
54.687,282.793,36.095,89.056,28.563,-80.577
54.701,282.054,36.142,89.138,28.563,-80.577
54.711,281.49,36.179,89.201,28.563,-80.577
54.722,280.929,36.214,89.263,28.563,-80.577
54.732,280.372,36.25,89.326,28.563,-80.577
54.743,279.807,36.287,89.389,28.563,-80.577
54.754,279.239,36.324,89.452,28.563,-80.577
54.768,278.495,36.372,89.535,28.563,-80.577
54.778,277.911,36.409,89.599,28.563,-80.577
54.79,277.268,36.45,89.67,28.563,-80.577
54.801,276.678,36.487,89.734,28.563,-80.577
54.812,276.121,36.523,89.795,28.563,-80.577
54.823,275.536,36.56,89.86,28.563,-80.577
54.834,274.918,36.601,89.93,28.563,-80.577
54.846,274.291,36.642,90.001,28.563,-80.577
54.859,273.592,36.688,90.081,28.563,-80.577
54.871,272.987,36.727,90.15,28.563,-80.577
54.881,272.43,36.763,90.212,28.563,-80.577
54.892,271.855,36.8,90.276,28.563,-80.577
54.903,271.232,36.84,90.345,28.563,-80.577
54.917,270.507,36.886,90.424,28.563,-80.577
54.931,269.753,36.933,90.507,28.563,-80.577
54.946,268.985,36.982,90.591,28.563,-80.577
54.96,268.215,37.031,90.675,28.563,-80.577
54.974,267.446,37.079,90.759,28.563,-80.577
54.985,266.876,37.115,90.821,28.563,-80.577
54.996,266.313,37.15,90.881,28.563,-80.577
55.006,265.75,37.185,90.942,28.563,-80.577
55.019,265.09,37.226,91.013,28.563,-80.577
55.029,264.533,37.261,91.074,28.563,-80.577
55.04,263.945,37.298,91.138,28.563,-80.577
55.051,263.373,37.334,91.201,28.563,-80.577
55.063,262.736,37.375,91.272,28.563,-80.577
55.075,262.055,37.418,91.348,28.563,-80.577
55.088,261.402,37.46,91.421,28.563,-80.577
55.098,260.829,37.497,91.485,28.563,-80.577
55.109,260.266,37.533,91.549,28.563,-80.577
55.121,259.646,37.573,91.618,28.563,-80.577
55.132,259.031,37.613,91.687,28.563,-80.577
55.144,258.408,37.653,91.756,28.563,-80.577
55.157,257.736,37.696,91.83,28.563,-80.577
55.171,256.98,37.744,91.914,28.563,-80.577
55.184,256.294,37.787,91.99,28.563,-80.577
55.196,255.628,37.829,92.063,28.563,-80.577
55.209,254.963,37.872,92.137,28.563,-80.577
55.222,254.258,37.916,92.214,28.563,-80.577
55.236,253.507,37.964,92.297,28.563,-80.577
55.25,252.777,38.011,92.378,28.563,-80.577
55.262,252.142,38.051,92.449,28.563,-80.577
55.273,251.55,38.089,92.514,28.563,-80.577
55.284,250.963,38.126,92.579,28.563,-80.577
55.296,250.336,38.165,92.648,28.563,-80.577
55.306,249.778,38.2,92.708,28.563,-80.577
55.317,249.214,38.235,92.77,28.563,-80.577
55.327,248.65,38.271,92.832,28.563,-80.577
55.338,248.087,38.306,92.894,28.563,-80.577
55.348,247.527,38.341,92.955,28.563,-80.577
55.359,246.969,38.376,93.017,28.563,-80.577
55.369,246.411,38.411,93.078,28.563,-80.577
55.38,245.853,38.446,93.139,28.563,-80.577
55.39,245.294,38.481,93.201,28.563,-80.577
55.401,244.736,38.516,93.262,28.563,-80.577
55.411,244.178,38.551,93.324,28.563,-80.577
55.422,243.599,38.588,93.387,28.563,-80.577
55.433,243.028,38.624,93.45,28.563,-80.577
55.444,242.463,38.659,93.512,28.563,-80.577
55.454,241.902,38.695,93.574,28.563,-80.577
55.465,241.331,38.731,93.637,28.563,-80.577
55.476,240.749,38.768,93.701,28.563,-80.577
55.489,240.045,38.812,93.778,28.563,-80.577
55.503,239.295,38.858,93.859,28.563,-80.577
55.514,238.729,38.894,93.921,28.563,-80.577
55.525,238.151,38.931,93.985,28.563,-80.577
55.536,237.545,38.97,94.054,28.563,-80.577
55.549,236.89,39.013,94.128,28.563,-80.577
55.562,236.171,39.06,94.211,28.563,-80.577
55.575,235.48,39.105,94.29,28.563,-80.577
55.587,234.83,39.148,94.364,28.563,-80.577
55.6,234.185,39.19,94.438,28.563,-80.577
55.612,233.539,39.232,94.511,28.563,-80.577
55.623,232.939,39.27,94.579,28.563,-80.577
55.635,232.319,39.31,94.648,28.563,-80.577
55.645,231.76,39.345,94.71,28.563,-80.577
55.656,231.185,39.381,94.773,28.563,-80.577
55.667,230.585,39.419,94.84,28.563,-80.577
55.678,230.001,39.456,94.904,28.563,-80.577
55.689,229.418,39.493,94.969,28.563,-80.577
55.7,228.834,39.53,95.034,28.563,-80.577
55.712,228.236,39.568,95.101,28.563,-80.577
55.722,227.672,39.604,95.164,28.563,-80.577
55.733,227.104,39.641,95.228,28.563,-80.577
55.744,226.533,39.677,95.293,28.563,-80.577
55.755,225.959,39.714,95.357,28.563,-80.577
55.765,225.4,39.75,95.42,28.563,-80.577
55.776,224.838,39.786,95.483,28.563,-80.577
55.787,224.274,39.822,95.547,28.563,-80.577
55.797,223.708,39.858,95.61,28.563,-80.577
55.808,223.142,39.894,95.673,28.563,-80.577
55.818,222.58,39.93,95.736,28.563,-80.577
55.829,222.016,39.966,95.799,28.563,-80.577
55.84,221.452,40.002,95.863,28.563,-80.577
55.85,220.887,40.039,95.926,28.563,-80.577
55.861,220.32,40.075,95.989,28.563,-80.577
55.872,219.759,40.11,96.052,28.563,-80.577
55.882,219.191,40.146,96.115,28.563,-80.577
55.893,218.613,40.183,96.18,28.563,-80.577
55.904,218.029,40.22,96.245,28.563,-80.577
55.917,217.383,40.261,96.317,28.563,-80.577
55.928,216.774,40.3,96.385,28.563,-80.577
55.939,216.178,40.338,96.452,28.563,-80.577
55.95,215.591,40.375,96.518,28.563,-80.577
55.961,215.011,40.413,96.584,28.563,-80.577
55.972,214.427,40.45,96.649,28.563,-80.577
55.983,213.848,40.487,96.715,28.563,-80.577
55.994,213.271,40.524,96.78,28.563,-80.577
56.005,212.697,40.56,96.844,28.563,-80.577
56.016,212.134,40.596,96.907,28.563,-80.577
56.026,211.573,40.632,96.97,28.563,-80.577
56.037,211.013,40.667,97.033,28.563,-80.577
56.048,210.451,40.703,97.096,28.563,-80.577
56.058,209.888,40.739,97.159,28.563,-80.577
56.07,209.296,40.776,97.225,28.563,-80.577
56.081,208.693,40.814,97.292,28.563,-80.577
56.092,208.093,40.852,97.359,28.563,-80.577
56.103,207.506,40.889,97.424,28.563,-80.577
56.114,206.944,40.925,97.486,28.563,-80.577
56.125,206.345,40.963,97.553,28.563,-80.577
56.136,205.765,40.999,97.618,28.563,-80.577
56.147,205.203,41.035,97.681,28.563,-80.577
56.158,204.623,41.071,97.746,28.563,-80.577
56.169,204.057,41.107,97.81,28.563,-80.577
56.179,203.493,41.144,97.873,28.563,-80.577
56.191,202.892,41.182,97.942,28.563,-80.577
56.201,202.324,41.219,98.006,28.563,-80.577
56.212,201.763,41.255,98.071,28.563,-80.577
56.223,201.201,41.291,98.134,28.563,-80.577
56.233,200.638,41.327,98.198,28.563,-80.577
56.244,200.079,41.363,98.261,28.563,-80.577
56.255,199.498,41.4,98.326,28.563,-80.577
56.266,198.93,41.436,98.39,28.563,-80.577
56.277,198.352,41.473,98.455,28.563,-80.577
56.29,197.653,41.517,98.534,28.563,-80.577
56.305,196.881,41.566,98.62,28.563,-80.577
56.319,196.13,41.614,98.705,28.563,-80.577
56.332,195.414,41.659,98.785,28.563,-80.577
56.345,194.734,41.702,98.861,28.563,-80.577
56.358,194.052,41.745,98.938,28.563,-80.577
56.37,193.438,41.784,99.007,28.563,-80.577
56.381,192.848,41.822,99.073,28.563,-80.577
56.392,192.269,41.858,99.138,28.563,-80.577
56.403,191.692,41.895,99.202,28.563,-80.577
56.414,191.107,41.932,99.268,28.563,-80.577
56.428,190.352,41.98,99.352,28.563,-80.577
56.443,189.588,42.028,99.438,28.563,-80.577
56.457,188.813,42.078,99.525,28.563,-80.577
56.468,188.252,42.113,99.589,28.563,-80.577
56.479,187.691,42.149,99.652,28.563,-80.577
56.492,186.985,42.195,99.733,28.563,-80.577
56.506,186.278,42.24,99.814,28.563,-80.577
56.518,185.601,42.284,99.891,28.563,-80.577
56.531,184.951,42.327,99.966,28.563,-80.577
56.543,184.326,42.367,100.037,28.563,-80.577
56.554,183.738,42.405,100.105,28.563,-80.577
56.569,182.947,42.456,100.196,28.563,-80.577
56.58,182.379,42.492,100.261,28.563,-80.577
56.59,181.813,42.529,100.326,28.563,-80.577
56.601,181.244,42.565,100.391,28.563,-80.577
56.616,180.452,42.615,100.481,28.563,-80.577
56.628,179.813,42.656,100.553,28.563,-80.577
56.64,179.19,42.695,100.623,28.563,-80.577
56.653,178.521,42.738,100.698,28.563,-80.577
56.665,177.851,42.78,100.773,28.563,-80.577
56.678,177.202,42.821,100.846,28.563,-80.577
56.689,176.635,42.856,100.91,28.563,-80.577
56.702,175.907,42.903,100.991,28.563,-80.577
56.715,175.268,42.943,101.063,28.563,-80.577
56.728,174.563,42.988,101.143,28.563,-80.577
56.739,173.987,43.024,101.208,28.563,-80.577
56.75,173.405,43.061,101.274,28.563,-80.577
56.761,172.823,43.098,101.339,28.563,-80.577
56.772,172.259,43.134,101.403,28.563,-80.577
56.782,171.695,43.17,101.467,28.563,-80.577
56.793,171.131,43.206,101.53,28.563,-80.577
56.804,170.553,43.243,101.596,28.563,-80.577
56.816,169.913,43.284,101.669,28.563,-80.577
56.831,169.161,43.331,101.754,28.563,-80.577
56.845,168.38,43.381,101.842,28.563,-80.577
56.86,167.602,43.43,101.93,28.563,-80.577
56.874,166.887,43.475,102.011,28.563,-80.577
56.889,166.108,43.524,102.099,28.563,-80.577
56.903,165.333,43.573,102.186,28.563,-80.577
56.917,164.595,43.62,102.27,28.563,-80.577
56.931,163.872,43.665,102.351,28.563,-80.577
56.943,163.251,43.704,102.421,28.563,-80.577
56.957,162.534,43.75,102.501,28.563,-80.577
56.967,161.972,43.785,102.564,28.563,-80.577
56.979,161.363,43.824,102.633,28.563,-80.577
56.992,160.667,43.868,102.712,28.563,-80.577
57.007,159.906,43.916,102.798,28.563,-80.577
57.019,159.27,43.957,102.87,28.563,-80.577
57.034,158.48,44.008,102.96,28.563,-80.577
57.045,157.865,44.048,103.031,28.563,-80.577
57.059,157.127,44.095,103.116,28.563,-80.577
57.072,156.469,44.137,103.192,28.563,-80.577
57.086,155.742,44.184,103.275,28.563,-80.577
57.097,155.18,44.22,103.339,28.563,-80.577
57.107,154.618,44.255,103.402,28.563,-80.577
57.118,154.048,44.292,103.467,28.563,-80.577
57.129,153.472,44.328,103.532,28.563,-80.577
57.14,152.897,44.364,103.596,28.563,-80.577
57.151,152.327,44.4,103.66,28.563,-80.577
57.162,151.766,44.435,103.723,28.563,-80.577
57.174,151.096,44.478,103.8,28.563,-80.577
57.186,150.467,44.518,103.872,28.563,-80.577
57.201,149.72,44.566,103.958,28.563,-80.577
57.213,149.077,44.608,104.032,28.563,-80.577
57.226,148.385,44.652,104.112,28.563,-80.577
57.237,147.81,44.689,104.178,28.563,-80.577
57.248,147.231,44.725,104.244,28.563,-80.577
57.261,146.568,44.767,104.32,28.563,-80.577
57.275,145.822,44.815,104.404,28.563,-80.577
57.289,145.087,44.862,104.488,28.563,-80.577
57.304,144.309,44.911,104.576,28.563,-80.577
57.315,143.723,44.948,104.642,28.563,-80.577
57.328,143.038,44.991,104.72,28.563,-80.577
57.342,142.293,45.039,104.805,28.563,-80.577
57.356,141.565,45.084,104.888,28.563,-80.577
57.37,140.828,45.131,104.972,28.563,-80.577
57.384,140.07,45.179,105.058,28.563,-80.577
57.397,139.396,45.222,105.136,28.563,-80.577
57.41,138.713,45.266,105.214,28.563,-80.577
57.423,138.025,45.31,105.294,28.563,-80.577
57.437,137.336,45.354,105.373,28.563,-80.577
57.45,136.646,45.399,105.452,28.563,-80.577
57.463,135.957,45.443,105.532,28.563,-80.577
57.474,135.378,45.48,105.598,28.563,-80.577
57.487,134.679,45.524,105.678,28.563,-80.577
57.501,133.945,45.57,105.762,28.563,-80.577
57.515,133.236,45.616,105.843,28.563,-80.577
57.529,132.506,45.662,105.927,28.563,-80.577
57.544,131.758,45.71,106.014,28.563,-80.577
57.558,130.993,45.76,106.102,28.563,-80.577
57.572,130.303,45.804,106.183,28.563,-80.577
57.585,129.643,45.847,106.261,28.563,-80.577
57.599,128.929,45.894,106.345,28.563,-80.577
57.611,128.318,45.934,106.418,28.563,-80.577
57.626,127.549,45.985,106.509,28.563,-80.577
57.64,126.837,46.031,106.593,28.563,-80.577
57.654,126.13,46.078,106.677,28.563,-80.577
57.669,125.412,46.126,106.763,28.563,-80.577
57.683,124.694,46.174,106.849,28.563,-80.577
57.698,123.972,46.222,106.936,28.563,-80.577
57.713,123.245,46.271,107.024,28.563,-80.577
57.728,122.494,46.321,107.115,28.563,-80.577
57.744,121.708,46.374,107.211,28.563,-80.577
57.757,121.073,46.417,107.288,28.563,-80.577
57.771,120.415,46.461,107.369,28.563,-80.577
57.785,119.724,46.507,107.454,28.563,-80.577
57.8,118.98,46.558,107.546,28.563,-80.577
57.818,118.152,46.614,107.649,28.563,-80.577
57.833,117.419,46.665,107.741,28.563,-80.577
57.848,116.722,46.713,107.828,28.563,-80.577
57.862,116.036,46.76,107.915,28.563,-80.577
57.877,115.361,46.808,108.001,28.563,-80.577
57.893,114.622,46.86,108.096,28.563,-80.577
57.91,113.797,46.919,108.204,28.563,-80.577
57.925,113.119,46.968,108.292,28.563,-80.577
57.939,112.457,47.015,108.379,28.563,-80.577
57.954,111.8,47.062,108.465,28.563,-80.577
57.969,111.115,47.111,108.554,28.563,-80.577
57.985,110.383,47.164,108.65,28.563,-80.577
58.001,109.66,47.216,108.744,28.563,-80.577
58.016,108.977,47.265,108.834,28.563,-80.577
58.032,108.257,47.317,108.929,28.563,-80.577
58.048,107.54,47.369,109.024,28.563,-80.577
58.065,106.782,47.426,109.125,28.563,-80.577
58.086,105.862,47.497,109.25,28.563,-80.577
58.103,105.121,47.557,109.351,28.563,-80.577
58.123,104.241,47.629,109.473,28.563,-80.577
58.143,103.378,47.702,109.594,28.563,-80.577
58.161,102.603,47.768,109.704,28.563,-80.577
58.178,101.876,47.832,109.808,28.563,-80.577
58.197,101.077,47.902,109.923,28.563,-80.577
58.214,100.336,47.965,110.03,28.563,-80.577
58.234,99.485,48.036,110.152,28.563,-80.577
58.255,98.609,48.106,110.276,28.563,-80.577
58.273,97.867,48.165,110.382,28.563,-80.577
58.294,97.027,48.233,110.503,28.563,-80.577
58.314,96.198,48.302,110.626,28.563,-80.577
58.334,95.393,48.368,110.744,28.563,-80.577
58.353,94.589,48.435,110.863,28.563,-80.577
58.373,93.814,48.499,110.977,28.563,-80.577
58.392,93.032,48.564,111.094,28.563,-80.577
58.419,91.974,48.652,111.252,28.563,-80.577
58.443,91.013,48.733,111.394,28.563,-80.577
58.466,90.122,48.806,111.525,28.563,-80.577
58.487,89.301,48.875,111.648,28.563,-80.577
58.509,88.454,48.95,111.779,28.563,-80.577
58.532,87.596,49.028,111.916,28.563,-80.577
58.555,86.71,49.11,112.059,28.563,-80.577
58.579,85.806,49.195,112.207,28.563,-80.577
58.603,84.926,49.278,112.35,28.563,-80.577
58.627,84.037,49.363,112.497,28.563,-80.577
58.651,83.136,49.45,112.647,28.563,-80.577
58.676,82.226,49.537,112.798,28.563,-80.577
58.71,81.008,49.655,113,28.563,-80.577
58.74,79.927,49.759,113.179,28.563,-80.577
58.769,78.935,49.853,113.339,28.563,-80.577
58.798,77.913,49.947,113.504,28.563,-80.577
58.831,76.754,50.057,113.69,28.563,-80.577
58.857,75.862,50.144,113.838,28.563,-80.577
58.886,74.91,50.24,114.002,28.563,-80.577
58.914,73.955,50.339,114.169,28.563,-80.577
58.943,72.986,50.44,114.339,28.563,-80.577
58.974,71.989,50.546,114.516,28.563,-80.577
59.016,70.61,50.692,114.761,28.563,-80.577
59.052,69.453,50.817,114.969,28.563,-80.577
59.092,68.195,50.954,115.198,28.563,-80.577
59.127,67.114,51.075,115.397,28.563,-80.577
59.164,65.99,51.199,115.604,28.563,-80.577
59.202,64.827,51.329,115.817,28.563,-80.577
59.24,63.703,51.458,116.029,28.563,-80.577
59.279,62.536,51.598,116.255,28.563,-80.577
59.329,61.086,51.773,116.54,28.563,-80.577
59.379,59.662,51.945,116.819,28.563,-80.577
59.423,58.424,52.099,117.069,28.563,-80.577
59.468,57.206,52.254,117.32,28.563,-80.577
59.514,55.959,52.417,117.581,28.563,-80.577
59.564,54.627,52.59,117.861,28.563,-80.577
59.613,53.331,52.759,118.131,28.563,-80.577
59.663,52.047,52.929,118.401,28.563,-80.577
59.713,50.786,53.099,118.67,28.563,-80.577
59.763,49.549,53.268,118.937,28.563,-80.577
59.813,48.334,53.44,119.207,28.563,-80.577
59.863,47.143,53.612,119.479,28.563,-80.577
59.913,45.973,53.787,119.753,28.563,-80.577
59.963,44.826,53.965,120.03,28.563,-80.577
60.013,43.7,54.142,120.305,28.563,-80.577
60.063,42.595,54.318,120.577,28.563,-80.577
60.113,41.511,54.496,120.852,28.563,-80.577
60.163,40.448,54.673,121.125,28.563,-80.577
60.213,39.405,54.847,121.392,28.563,-80.577
60.263,38.382,55.017,121.654,28.563,-80.577
60.313,37.379,55.185,121.911,28.563,-80.577
60.363,36.396,55.349,122.162,28.563,-80.577
60.413,35.431,55.511,122.409,28.563,-80.577
60.463,34.486,55.669,122.651,28.563,-80.577
60.513,33.559,55.824,122.888,28.563,-80.577
60.563,32.65,55.98,123.124,28.563,-80.577
60.613,31.76,56.138,123.363,28.563,-80.577
60.663,30.888,56.297,123.603,28.563,-80.577
60.713,30.033,56.458,123.845,28.563,-80.577
60.763,29.195,56.619,124.088,28.563,-80.577
60.813,28.375,56.782,124.332,28.563,-80.577
60.863,27.571,56.946,124.577,28.563,-80.577
60.913,26.784,57.109,124.82,28.563,-80.577
60.963,26.012,57.27,125.061,28.563,-80.577
61.013,25.256,57.432,125.303,28.563,-80.577
61.063,24.516,57.593,125.542,28.563,-80.577
61.113,23.791,57.753,125.778,28.563,-80.577
61.163,23.08,57.91,126.012,28.563,-80.577
61.213,22.385,58.064,126.241,28.563,-80.577
61.263,21.703,58.217,126.466,28.563,-80.577
61.313,21.036,58.367,126.688,28.563,-80.577
61.363,20.382,58.514,126.905,28.563,-80.577
61.413,19.742,58.66,127.12,28.563,-80.577
61.463,19.115,58.806,127.334,28.563,-80.577
61.513,18.502,58.951,127.547,28.563,-80.577
61.563,17.901,59.097,127.761,28.563,-80.577
61.613,17.314,59.242,127.973,28.563,-80.577
61.663,16.739,59.388,128.186,28.563,-80.577
61.713,16.177,59.533,128.397,28.563,-80.577
61.763,15.626,59.678,128.608,28.563,-80.577
61.813,15.088,59.822,128.819,28.563,-80.577
61.863,14.562,59.967,129.029,28.563,-80.577
61.913,14.046,60.111,129.238,28.563,-80.577
61.963,13.542,60.254,129.447,28.563,-80.577
62.013,13.05,60.398,129.655,28.563,-80.577
62.063,12.568,60.54,129.862,28.563,-80.577
62.113,12.097,60.681,130.066,28.563,-80.577
62.163,11.636,60.82,130.267,28.563,-80.577
62.213,11.185,60.958,130.467,28.563,-80.577
62.263,10.745,61.095,130.664,28.563,-80.577
62.313,10.315,61.231,130.862,28.563,-80.577
62.363,9.894,61.367,131.057,28.563,-80.577
62.413,9.483,61.501,131.251,28.563,-80.577
62.463,9.082,61.634,131.443,28.563,-80.577
62.513,8.689,61.766,131.634,28.563,-80.577
62.563,8.306,61.898,131.822,28.563,-80.577
62.613,7.933,62.028,132.01,28.563,-80.577
62.663,7.567,62.157,132.195,28.563,-80.577
62.713,7.211,62.285,132.379,28.563,-80.577
62.763,6.864,62.412,132.562,28.563,-80.577
62.813,6.525,62.538,132.744,28.563,-80.577
62.863,6.194,62.664,132.924,28.563,-80.577
62.913,5.872,62.788,133.102,28.563,-80.577
62.963,5.558,62.912,133.28,28.563,-80.577
63.013,5.251,63.035,133.456,28.563,-80.577
63.063,4.953,63.157,133.63,28.563,-80.577
63.113,4.663,63.278,133.804,28.563,-80.577
63.163,4.38,63.398,133.976,28.563,-80.577
63.213,4.105,63.517,134.146,28.563,-80.577
63.263,3.838,63.636,134.316,28.563,-80.577
63.313,3.578,63.753,134.484,28.563,-80.577
63.363,3.325,63.869,134.65,28.563,-80.577
63.413,3.079,63.985,134.815,28.563,-80.577
63.463,2.84,64.099,134.979,28.563,-80.577
63.513,2.608,64.213,135.141,28.563,-80.577
63.563,2.383,64.325,135.302,28.563,-80.577
63.613,2.164,64.436,135.462,28.563,-80.577
63.663,1.952,64.547,135.619,28.563,-80.577
63.713,1.746,64.656,135.775,28.563,-80.577
63.763,1.547,64.764,135.93,28.563,-80.577
63.813,1.353,64.871,136.083,28.563,-80.577
63.863,1.166,64.977,136.235,28.563,-80.577
63.913,0.984,65.082,136.385,28.563,-80.577
63.963,0.808,65.185,136.533,28.563,-80.577
64.013,0.638,65.288,136.68,28.563,-80.577
64.063,0.474,65.389,136.824,28.563,-80.577
64.113,0.315,65.488,136.967,28.563,-80.577
64.163,0.162,65.587,137.108,28.563,-80.577
64.213,0.015,65.684,137.247,28.563,-80.577
64.263,-0.127,65.78,137.384,28.563,-80.577
64.264,0,65.78,137.384,28.563,-80.577
65.404,0,65.78,137.384,28.563,-80.577
